Modèle,Kilométrage,Année,Boîte,Carburant,Puissance fiscale,Prix
Mercedes-Benz Classe A AMG,130 000 km,2014,Automatique,Diesel,5 cv,68 000 DT
Volkswagen Caddy,60 000 km,2021,Manuelle,Diesel,7 cv,66 500 DT
Volkswagen Golf 8 Life,136 000 km,2021,Automatique,Essence,6 cv,83 500 DT
Audi Q3 Sportback,40 000 km,2022,Automatique,Essence,9 cv,170 000 DT
KIA Rio 5p GT-Line,85 000 km,2021,Manuelle,Essence,5 cv,57 500 DT
Seat Ibiza FR,75 000 km,2020,Automatique,Essence,6 cv,65 000 DT
Hyundai Tucson,170 000 km,2021,Automatique,Essence,8 cv,84 000 DT
BMW Série 1 Access,125 000 km,2012,Automatique,Essence,7 cv,48 000 DT
Volkswagen Golf 7 Allstar,53 000 km,2017,Manuelle,Essence,5 cv,68 000 DT
Volkswagen Crafter,14 000 km,2023,Manuelle,Diesel,7 cv,103 000 DT
Jeep Compass,46 000 km,2020,Automatique,Essence,11 cv,118 000 DT
Suzuki Celerio,50 000 km,2020,Manuelle,Essence,4 cv,33 500 DT
Chevrolet Captiva 5 places,16 000 km,2023,Automatique,Essence,9 cv,96 000 DT
Hyundai i20,170 000 km,2020,Manuelle,Essence,5 cv,42 000 DT
BMW Série 1,120 000 km,2012,Automatique,Essence,7 cv,47 900 DT
Porsche Cayenne,300 000 km,2008,Automatique,Essence,21 cv,59 000 DT
Renault Clio,14 000 km,2017,Manuelle,Essence,4 cv,47 900 DT
Hyundai Grand i10,90 000 km,2021,Manuelle,Essence,5 cv,40 000 DT
BMW Série 1,190 000 km,2010,Manuelle,Essence,7 cv,35 000 DT
Ford Ecosport Trend,75 000 km,2020,Manuelle,Essence,7 cv,58 000 DT
Audi A4,210 000 km,2017,Automatique,Essence,8 cv,65 000 DT
Toyota C-HR,44 000 km,2020,Automatique,Hybride,5 cv,103 000 DT
Ford Fiesta Trend,162 200 km,2013,Manuelle,Essence,5 cv,28 000 DT
Mercedes-Benz Classe C Avantgarde,150 000 km,2015,Automatique,Essence,8 cv,78 000 DT
BMW Série 4 Gran Coupé,120 000 km,2017,Automatique,Essence,7 cv,115 000 DT
Mercedes-Benz Classe E coupé,60 000 km,2011,Automatique,Essence,11 cv,60 000 DT
Mercedes-Benz Classe A Sport AMG,175 000 km,2020,Automatique,Essence,7 cv,108 000 DT
Porsche Panamera,25 000 km,2018,Automatique,Essence,33 cv,420 000 DT
Mercedes-Benz Classe A AMG,69 000 km,2019,Automatique,Essence,7 cv,125 000 DT
Jaguar XF Luxe,42 000 km,2017,Automatique,Essence,16 cv,120 000 DT
KIA Quoris,118 000 km,2013,Automatique,Essence,20 cv,68 000 DT
Jeep Grand Cherokee,54 000 km,2021,Automatique,Essence,20 cv,220 000 DT
Jaguar F-Pace R-Dynamic S,96 000 km,2018,Automatique,Diesel,11 cv,155 000 DT
Land Rover Range Rover Sport Autobiography,97 000 km,2019,Automatique,Essence,19 cv,295 000 DT
BMW X1 xLine,120 000 km,2017,Automatique,Essence,7 cv,79 000 DT
Mercedes-Benz Classe C Avantgarde,170 000 km,2014,Automatique,Essence,7 cv,78 000 DT
Porsche Macan,120 000 km,2018,Automatique,Essence,16 cv,180 000 DT
Porsche Cayenne,183 000 km,2010,Automatique,Essence,41 cv,145 000 DT
Fiat Panda,68 000 km,2020,Manuelle,Essence,5 cv,34 000 DT
Haval H6 Luxury,81 000 km,2020,Automatique,Essence,9 cv,83 000 DT
Mercedes-Benz Classe A Urban,220 000 km,2013,Manuelle,Essence,7 cv,57 500 DT
Suzuki Celerio Comfort,26 000 km,2023,Manuelle,Essence,4 cv,42 000 DT
Toyota Agya Comfort,85 000 km,2021,Automatique,Essence,5 cv,37 500 DT
Volkswagen Golf 8,69 000 km,2021,Manuelle,Essence,6 cv,85 000 DT
Hyundai i20 High Grade,54 000 km,2022,Manuelle,Essence,5 cv,61 000 DT
KIA Picanto Smart,54 000 km,2022,Manuelle,Essence,5 cv,47 000 DT
Volkswagen Polo Smartline,63 000 km,2021,Manuelle,Essence,4 cv,53 000 DT
Mercedes-Benz Classe A AMG,63 000 km,2020,Automatique,Essence,9 cv,139 000 DT
Land Rover Range Rover Sport Autobiography,68 000 km,2013,Automatique,Diesel,15 cv,135 000 DT
Ford Ecosport Titanium Plus,16 000 km,2023,Automatique,Essence,7 cv,86 000 DT
KIA Rio 5p Prestige,56 000 km,2022,Manuelle,Essence,5 cv,59 000 DT
KIA Cerato 5p,178 000 km,2019,Manuelle,Essence,6 cv,52 000 DT
Hyundai i20 High Grade,77 000 km,2022,Manuelle,Essence,5 cv,59 500 DT
Honda City,80 000 km,2022,Automatique,Essence,6 cv,65 000 DT
KIA Rio Berline LX,84 000 km,2016,Manuelle,Essence,5 cv,39 500 DT
Suzuki Celerio Comfort,43 000 km,2020,Manuelle,Essence,4 cv,34 800 DT
Jaguar XF Luxe,107 000 km,2016,Automatique,Essence,15 cv,93 000 DT
Mercedes-Benz Classe A Style,170 000 km,2013,Manuelle,Essence,5 cv,67 000 DT
Volkswagen Caddy Confort Plus,145 000 km,2020,Manuelle,Diesel,6 cv,64 000 DT
BMW Série 3,90 000 km,2021,Automatique,Essence,9 cv,168 000 DT
Land Rover Range Rover Evoque,187 000 km,2014,Automatique,Diesel,9 cv,98 000 DT
Porsche Cayenne,216 000 km,2011,Automatique,Essence,21 cv,120 000 DT
Land Rover Range Rover Sport,37 000 km,2020,Automatique,Hybride,19 cv,350 000 DT
Audi A4,144 000 km,2015,Automatique,Essence,7 cv,55 000 DT
Audi A5 Sportback S-Line,85 000 km,2020,Automatique,Essence,8 cv,137 000 DT
Mercedes-Benz Classe S,53 000 km,2008,Automatique,Diesel,15 cv,96 000 DT
Mercedes-Benz CLA,93 000 km,2020,Automatique,Diesel,6 cv,139 000 DT
Audi A5 Sportback,58 000 km,2021,Automatique,Essence,8 cv,165 000 DT
Nissan Qashqai,26 000 km,2022,Automatique,Essence,8 cv,93 000 DT
Mini Clubman,34 000 km,2019,Manuelle,Essence,5 cv,90 000 DT
Porsche Macan,27 000 km,2021,Automatique,Essence,16 cv,285 000 DT
Mitsubishi L200 Sportero,19 000 km,2022,Automatique,Diesel,8 cv,165 000 DT
Ford Mustang,58 000 km,2008,Manuelle,Essence,26 cv,160 000 DT
Land Rover Range Rover Velar,93 000 km,2018,Automatique,Essence,16 cv,173 000 DT
Audi A6,106 000 km,2016,Automatique,Essence,10 cv,95 000 DT
Land Rover Discovery Sport,48 000 km,2021,Automatique,Diesel,9 cv,285 000 DT
BMW Série 5,93 000 km,2020,Automatique,Essence,10 cv,165 000 DT
Mercedes-Benz Classe G,168 000 km,2010,Automatique,Diesel,16 cv,280 000 DT
BMW Série 5,76 000 km,2020,Automatique,Essence,10 cv,175 000 DT
Mercedes-Benz CLS,230 000 km,2011,Automatique,Diesel,11 cv,89 000 DT
BMW Série 4 Gran Coupé,128 000 km,2019,Automatique,Essence,7 cv,90 000 DT
Mercedes-Benz CLA,140 000 km,2017,Automatique,Essence,7 cv,96 000 DT
Volkswagen Touareg,241 000 km,2010,Automatique,Diesel,13 cv,49 000 DT
Cupra Formentor,32 000 km,2024,Automatique,Essence,11 cv,150 000 DT
Mercedes-Benz CLA AMG,28 000 km,2022,Automatique,Essence,9 cv,165 000 DT
KIA Rio 5p GT-Line,75 000 km,2021,Manuelle,Essence,5 cv,60 000 DT
Peugeot 208 Allure,147 000 km,2021,Manuelle,Essence,4 cv,35 500 DT
Volkswagen Golf 8 Active,69 000 km,2021,Manuelle,Essence,6 cv,95 000 DT
Jaguar XF Luxe,120 000 km,2014,Automatique,Essence,15 cv,95 000 DT
Mercedes-Benz Classe X,92 000 km,2018,Automatique,Diesel,11 cv,220 000 DT
Renault Megane,131 000 km,2020,Manuelle,Diesel,6 cv,66 000 DT
Mercedes-Benz Classe C AMG +,14 000 km,2024,Automatique,Hybride,9 cv,250 000 DT
Mercedes-Benz Classe A AMG,98 000 km,2021,Automatique,Hybride,8 cv,129 000 DT
Porsche Panamera Executive,35 000 km,2022,Automatique,Hybride,33 cv,550 000 DT
Porsche Cayenne,133 000 km,2013,Automatique,Essence,21 cv,135 000 DT
Renault Clio Zen,49 567 km,2017,Manuelle,Essence,5 cv,45 000 DT
Peugeot Rifter Active Pack,160 961 km,2020,Manuelle,Diesel,5 cv,75 000 DT
Volkswagen Golf 6 Match,245 234 km,2012,Manuelle,Essence,7 cv,46 000 DT
Land Rover Range Rover Sport HSE Dynamic,151 275 km,2016,Automatique,Essence,24 cv,190 000 DT
BMW Série 4 Coupé Sport Line,106 223 km,2015,Automatique,Essence,10 cv,110 000 DT
KIA Optima Gt line,144 165 km,2013,Automatique,Essence,10 cv,49 000 DT
Seat Ibiza Xcellence,94 308 km,2021,Manuelle,Essence,4 cv,59 000 DT
Mitsubishi L200 Sportero Double Cabine,37 191 km,2021,Automatique,Diesel,8 cv,165 000 DT
BMW Série 1 Business Line,60 021 km,2016,Automatique,Essence,7 cv,66 000 DT
Land Rover Range Rover Sport HSE Dynamic,34 000 km,2020,Automatique,Hybride,12 cv,320 000 DT
Mahindra KUV 100 K8,28 956 km,2019,Manuelle,Essence,5 cv,30 000 DT
Mercedes-Benz GLC Coupé AMG,14 000 km,2024,Automatique,Hybride,15 cv,380 000 DT
Mercedes-Benz GLC Coupé,38 654 km,2021,Automatique,Hybride,12 cv,252 000 DT
Nissan Qashqai Tekna,22 330 km,2022,Automatique,Hybride,7 cv,145 000 DT
Mercedes-Benz EQA Edition,18 646 km,2021,Automatique,Electrique,6 cv,150 000 DT
Mercedes-Benz CLA AMG Edition 1,22 832 km,2023,Automatique,Hybride,8 cv,189 900 DT
KIA Rio 5p GT-Line,66 345 km,2021,Manuelle,Essence,5 cv,67 000 DT
Renault Clio Life Plus,93 000 km,2021,Manuelle,Essence,4 cv,44 000 DT
Volkswagen Golf 7 Highline,150 049 km,2017,Automatique,Essence,6 cv,59 900 DT
Audi Q3 Ambiente,141 132 km,2015,Automatique,Essence,8 cv,82 000 DT
Smart ForTwo Passion,15 353 km,2021,Automatique,Electrique,4 cv,68 000 DT
BMW Série 5,153 451 km,2015,Automatique,Diesel,7 cv,86 000 DT
Ssangyong Tivoli Confort,81 751 km,2020,Manuelle,Essence,6 cv,65 000 DT
Mercedes-Benz Classe C AMG +,63 779 km,2019,Automatique,Essence,9 cv,149 000 DT
KIA Sportage Hybride GT-Line,99 591 km,2021,Automatique,Hybride,7 cv,110 000 DT
Mercedes-Benz GLC Coupé AMG,41 765 km,2021,Automatique,Hybride,12 cv,252 000 DT
Hyundai ix35,324 765 km,2013,Automatique,Diesel,11 cv,55 000 DT
Mercedes-Benz Classe E AMG,100 756 km,2021,Automatique,Hybride,11 cv,240 000 DT
Mercedes-Benz GLC Coupé AMG,47 000 km,2021,Automatique,Hybride,12 cv,258 000 DT
KIA Rio 5p SX,68 954 km,2019,Manuelle,Essence,5 cv,54 000 DT
Mercedes-Benz Classe E AMG,55 001 km,2019,Automatique,Essence,9 cv,165 000 DT
Mercedes-Benz GLA,10 730 km,2023,Automatique,Hybride,8 cv,226 000 DT
Mercedes-Benz Classe E,10 776 km,2023,Automatique,Hybride,11 cv,375 000 DT
BMW X3 Luxury Line,186 000 km,2006,Automatique,Diesel,13 cv,65 000 DT
Mitsubishi Pajero LIMITED EDITION,20 742 km,2023,Manuelle,Diesel,11 cv,160 000 DT
Mercedes-Benz CLA,31 235 km,2021,Automatique,Hybride,8 cv,169 000 DT
BMW Série 3 coupé,156 000 km,2010,Automatique,Essence,9 cv,62 000 DT
Peugeot Expert,139 199 km,2019,Manuelle,Diesel,6 cv,59 000 DT
KIA Picanto 1 ère main,0 km,2024,Automatique,Essence,5 cv,61 000 DT
Toyota Land Cruiser,316 620 km,2003,Automatique,Diesel,12 cv,119 000 DT
Mercedes-Benz GLC Coupé AMG,82 415 km,2020,Automatique,Hybride,10 cv,220 000 DT
Mercedes-Benz Classe C,30 570 km,2021,Automatique,Essence,8 cv,178 000 DT
Volkswagen Golf 7 Join,86 000 km,2018,Manuelle,Essence,6 cv,79 000 DT
Mercedes-Benz Classe A AMG,68 000 km,2018,Automatique,Essence,8 cv,135 000 DT
Mercedes-Benz Classe C AMG,145 000 km,2019,Automatique,Diesel,6 cv,145 000 DT
Mercedes-Benz Classe A AMG,141 000 km,2019,Automatique,Diesel,7 cv,119 000 DT
Renault Captur Zen,172 000 km,2014,Manuelle,Essence,6 cv,37 500 DT
Seat Ibiza,180 000 km,2018,Manuelle,Diesel,4 cv,28 000 DT
Citroën DS4 Sport Chic,163 000 km,2012,Manuelle,Diesel,6 cv,40 000 DT
Land Rover Discovery Sport,170 000 km,2017,Automatique,Diesel,8 cv,115 000 DT
Peugeot 2008 Allure,122 000 km,2020,Manuelle,Essence,6 cv,65 000 DT
Mercedes-Benz Classe E Exclusive,39 000 km,2022,Automatique,Essence,9 cv,239 000 DT
Citroën Berlingo Utilitaire,97 500 km,2017,Manuelle,Diesel,5 cv,40 000 DT
Volkswagen Golf 7 Allstar,241 500 km,2017,Manuelle,Essence,5 cv,59 000 DT
BMW Série 3,225 000 km,2016,Automatique,Essence,7 cv,65 000 DT
KIA Sportage,39 000 km,2022,Automatique,Hybride,10 cv,Sous leasing                    148 600 DT
Volkswagen Golf 7,70 000 km,2016,Automatique,Essence,13 cv,106 000 DT
DS 4 Crossback,150 000 km,2017,Automatique,Essence,9 cv,54 000 DT
Mercedes-Benz GLA AMG,67 000 km,2016,Automatique,Essence,8 cv,115 000 DT
Cupra Formentor Style,56 000 km,2021,Automatique,Hybride,8 cv,129 000 DT
Mercedes-Benz Classe E Avantgarde,161 000 km,2009,Automatique,Diesel,12 cv,59 000 DT
BMW Série 1 Sport,115 000 km,2015,Automatique,Essence,9 cv,62 000 DT
Mercedes-Benz ML 320 CDI,250 000 km,2010,Automatique,Diesel,15 cv,79 000 DT
Renault Arkana Intense,73 000 km,2022,Automatique,Hybride,5 cv,89 000 DT
KIA Rio Berline SX,114 000 km,2019,Automatique,Essence,6 cv,58 000 DT
Seat Ibiza,110 000 km,2019,Manuelle,Essence,5 cv,44 200 DT
Volkswagen Tiguan Confortline,123 000 km,2018,Manuelle,Diesel,8 cv,120 000 DT
Peugeot Partner,125 000 km,2021,Manuelle,Diesel,5 cv,46 000 DT
KIA Sportage,159 000 km,2019,Automatique,Essence,8 cv,79 000 DT
Hyundai i20,53 000 km,2021,Automatique,Essence,5 cv,69 000 DT
Mercedes-Benz Classe E,157 000 km,2017,Automatique,Essence,10 cv,125 000 DT
KIA Picanto,65 000 km,2021,Manuelle,Essence,5 cv,43 000 DT
Volkswagen Golf 7 Highline,180 000 km,2017,Manuelle,Essence,5 cv,58 000 DT
Land Rover Range Rover Evoque,149 000 km,2016,Automatique,Essence,15 cv,95 000 DT
Mercedes-Benz Classe GL AMG,155 000 km,2014,Automatique,Essence,32 cv,247 000 DT
BMW Série 5,248 000 km,2016,Automatique,Essence,9 cv,73 000 DT
Citroën Jumpy Combi,124 000 km,2018,Manuelle,Diesel,6 cv,82 000 DT
Seat Ibiza,40 000 km,2021,Manuelle,Essence,4 cv,50 500 DT
Suzuki Grand Vitara,110 000 km,2018,Automatique,Essence,6 cv,61 000 DT
BMW Série 5 Confort Luxury,214 000 km,2009,Automatique,Essence,9 cv,48 000 DT
Mercedes-Benz GLC Coupé AMG,81 000 km,2020,Automatique,Hybride,12 cv,218 000 DT
Fiat Doblo,189 000 km,2018,Manuelle,Diesel,5 cv,28 500 DT
Jeep Renegade,161 000 km,2018,Automatique,Essence,8 cv,59 000 DT
Cupra Formentor,40 000 km,2022,Automatique,Essence,11 cv,127 000 DT
Volkswagen Tiguan Confortline,186 000 km,2014,Automatique,Diesel,8 cv,63 000 DT
Nissan Micra,160 000 km,2015,Manuelle,Essence,5 cv,32 200 DT
Ford Ecosport Titanium Plus,80 000 km,2018,Manuelle,Essence,7 cv,58 500 DT
Mitsubishi L200 Sportero,310 000 km,2008,Automatique,Diesel,10 cv,68 000 DT
BMW Série 3 Luxury Line,147 000 km,2013,Automatique,Essence,7 cv,59 000 DT
Land Rover Discovery Sport,187 000 km,2017,Automatique,Diesel,10 cv,117 000 DT
Ford Fusion,85 000 km,2016,Manuelle,Essence,9 cv,57 000 DT
Jeep Renegade,74 000 km,2019,Automatique,Essence,8 cv,75 000 DT
Mercedes-Benz Classe C,120 000 km,2019,Automatique,Essence,8 cv,110 000 DT
Ford Mustang,16 000 km,2010,Automatique,Essence,28 cv,115 000 DT
Mercedes-Benz Classe E Avantgarde,107 000 km,2018,Automatique,Essence,9 cv,128 000 DT
Citroën C4 Seduction,222 000 km,2014,Manuelle,Diesel,6 cv,39 000 DT
Mercedes-Benz CLA AMG,160 000 km,2013,Automatique,Essence,8 cv,78 000 DT
Seat Leon Style,96 000 km,2014,Automatique,Essence,6 cv,52 000 DT
BMW Série 7,150 000 km,2009,Automatique,Essence,31 cv,92 000 DT
Citroën C4 Cactus Feel,148 000 km,2020,Manuelle,Diesel,6 cv,58 000 DT
Great Wall M4 M,104 000 km,2018,Manuelle,Essence,6 cv,39 500 DT
Opel Astra Edition Plus,20 000 km,2022,Automatique,Essence,5 cv,69 000 DT
Suzuki Celerio,53 000 km,2020,Manuelle,Essence,4 cv,33 500 DT
Audi A4 Business Plus,103 000 km,2017,Automatique,Essence,8 cv,79 000 DT
Ford Fusion Titanium,63 000 km,2017,Automatique,Essence,9 cv,53 500 DT
Mercedes-Benz CLA,20 000 km,2020,Automatique,Essence,9 cv,163 000 DT
Mercedes-Benz Classe C,125 000 km,2019,Automatique,Essence,8 cv,97 000 DT
Volkswagen Golf 7 GTI,75 000 km,2016,Automatique,Essence,13 cv,99 000 DT
Mazda 3 Propre,193 000 km,2014,Manuelle,Essence,6 cv,42 000 DT
Opel Astra Elegance,64 000 km,2021,Manuelle,Essence,6 cv,70 000 DT
Peugeot 208,43 000 km,2022,Manuelle,Essence,4 cv,41 900 DT
Audi Q4 E-tron LUXE,32 000 km,2023,Automatique,Electrique,11 cv,180 000 DT
Citroën C3 Shine,53 000 km,2017,Manuelle,Essence,4 cv,45 000 DT
Volkswagen Golf 7 Sound,120 000 km,2018,Manuelle,Essence,6 cv,74 000 DT
KIA Rio 5p GT-Line,16 000 km,2022,Manuelle,Essence,5 cv,72 500 DT
Jaguar XE Prestige,91 000 km,2017,Automatique,Essence,12 cv,85 000 DT
Audi A5 Sportback S-Line Selection,121 000 km,2020,Automatique,Essence,8 cv,120 000 DT
Mercedes-Benz CLA AMG Edition 1,70 000 km,2020,Automatique,Essence,9 cv,162 000 DT
Hyundai Grand i10,173 000 km,2014,Manuelle,Essence,5 cv,34 000 DT
Alfa Romeo Mito,134 700 km,2013,Manuelle,Essence,6 cv,31 000 DT
Suzuki Swift GL,117 000 km,2021,Manuelle,Essence,5 cv,38 500 DT
BMW Série 3 Kit M,65 000 km,2022,Automatique,Hybride,9 cv,175 000 DT
Fiat Doblo Maxi 2 places,70 000 km,2021,Manuelle,Diesel,4 cv,43 000 DT
Land Rover Range Rover Sport,20 244 km,2023,Automatique,Hybride,28 cv,620 000 DT
KIA Rio 5p GT-Line,48 000 km,2021,Manuelle,Essence,5 cv,62 000 DT
Fiat Panda City Cross,35 000 km,2023,Manuelle,Essence,4 cv,48 000 DT
Mercedes-Benz Classe C Classic,240 000 km,2008,Manuelle,Diesel,8 cv,45 000 DT
Hyundai Tucson N Line,81 361 km,2022,Automatique,Hybride,10 cv,165 000 DT
Citroën Berlingo MULTISPACE,75 254 km,2021,Automatique,Diesel,7 cv,85 000 DT
Haval H6,72 000 km,2021,Automatique,Essence,9 cv,85 000 DT
Mercedes-Benz Classe C Avantgarde,189 000 km,2015,Automatique,Essence,7 cv,83 500 DT
KIA XCeed SX,88 000 km,2022,Automatique,Essence,9 cv,87 000 DT
Citroën Berlingo,19 329 km,2022,Manuelle,Diesel,5 cv,65 000 DT
KIA Rio 5p GT-Line,61 323 km,2022,Automatique,Essence,5 cv,68 000 DT
KIA Seltos,84 167 km,2021,Automatique,Essence,8 cv,85 000 DT
Cupra Formentor Exclusive,21 000 km,2023,Automatique,Essence,11 cv,149 000 DT
BMW Série 3 Luxury Line,125 000 km,2013,Automatique,Essence,7 cv,69 000 DT
Mazda 6,165 000 km,2018,Automatique,Essence,8 cv,58 000 DT
Peugeot 4008 luxe,150 000 km,2014,Manuelle,Essence,9 cv,49 900 DT
Seat Ibiza Sol,88 000 km,2019,Manuelle,Essence,4 cv,43 000 DT
Volkswagen Golf 8 Style,93 000 km,2020,Manuelle,Essence,6 cv,80 800 DT
Seat Ibiza Populaire,110 000 km,2020,Manuelle,Essence,4 cv,43 000 DT
Peugeot 206+,194 000 km,2012,Manuelle,Essence,5 cv,25 000 DT
Peugeot 301 Allure,129 500 km,2013,Manuelle,Essence,5 cv,20 000 DT
Hyundai i20 High Grade,102 000 km,2022,Automatique,Essence,5 cv,58 000 DT
Skoda Scala Essence,105 000 km,2020,Automatique,Essence,6 cv,64 000 DT
Renault Clio Life Plus,68 000 km,2021,Manuelle,Essence,5 cv,41 500 DT
KIA Picanto,90 000 km,2022,Manuelle,Essence,5 cv,41 000 DT
Mercedes-Benz GLC DESIGNO,61 363 km,2020,Automatique,Hybride,12 cv,265 000 DT
Mercedes-Benz CLA Urban,199 132 km,2017,Automatique,Essence,7 cv,80 000 DT
Mercedes-Benz Classe C KITT AMG,9 123 km,2023,Automatique,Hybride,9 cv,250 000 DT
BMW Série 4 Coupé Luxury Line,92 041 km,2019,Automatique,Essence,7 cv,115 000 DT
Mercedes-Benz CLA AMG,44 130 km,2021,Automatique,Hybride,8 cv,178 000 DT
Volkswagen Tiguan UNITED,94 622 km,2020,Manuelle,Essence,8 cv,115 000 DT
Mercedes-Benz Classe C MERCEDES C180,18 488 km,2019,Automatique,Essence,9 cv,180 000 DT
Mercedes-Benz Classe E E300 KITT AMG LINE 4 MATIC,57 982 km,2020,Automatique,Hybride,11 cv,220 000 DT
Mercedes-Benz Classe C C180 KITT AMG,247 828 km,2014,Automatique,Essence,8 cv,96 000 DT
Porsche Cayenne Coupé E-Hybrid,78 317 km,2020,Automatique,Hybride,22 cv,425 000 DT
Volkswagen Golf 8 UNITED,42 328 km,2020,Manuelle,Essence,6 cv,97 000 DT
Fiat Fiorino MULIJET 2,14 841 km,2023,Manuelle,Diesel,5 cv,44 000 DT
Audi A3 Sportback Sport,161 625 km,2013,Automatique,Diesel,7 cv,49 000 DT
Volkswagen Golf 7 R-Line,44 363 km,2019,Manuelle,Essence,6 cv,85 000 DT
Mercedes-Benz GLE,56 788 km,2021,Automatique,Hybride,12 cv,360 000 DT
Toyota Hilux Simple Cabine HILUX TOYOTA,127 187 km,2020,Manuelle,Diesel,8 cv,145 000 DT
Nissan Qashqai Tekna,23 961 km,2022,Manuelle,Essence,8 cv,120 000 DT
Peugeot Partner,87 261 km,2020,Manuelle,Diesel,5 cv,55 000 DT
Volkswagen Golf 8 R-Line,2 395 km,2023,Automatique,Essence,7 cv,155 000 DT
Volkswagen Golf 8 GTE,5 496 km,2024,Automatique,Hybride,8 cv,150 000 DT
Hyundai Tucson HYNDAI TUCSON,82 648 km,2020,Automatique,Hybride,7 cv,115 000 DT
Peugeot Partner K9,144 790 km,2019,Manuelle,Diesel,5 cv,48 500 DT
Land Rover Range Rover Evoque DYNAMIC,82 809 km,2016,Automatique,Diesel,10 cv,135 000 DT
Renault Kadjar Intens,109 000 km,2018,Automatique,Essence,7 cv,78 000 DT
Mazda 3 Core+ Grade,75 000 km,2021,Manuelle,Essence,6 cv,78 500 DT
BMW X3 Pack Sport M Limited Edition,75 000 km,2020,Automatique,Diesel,8 cv,230 000 DT
Suzuki Celerio,31 000 km,2023,Manuelle,Essence,4 cv,38 000 DT
Hyundai Tucson Hybride Top Grade,51 000 km,2022,Automatique,Hybride,7 cv,149 000 DT
KIA Sportage Toit Ouvrant,149 000 km,2017,Automatique,Essence,8 cv,79 000 DT
Mercedes-Benz GLE Coupé AMG,60 000 km,2022,Automatique,Hybride,12 cv,406 000 DT
Mercedes-Benz GLC Plug-in Hybride AMG,46 000 km,2021,Automatique,Hybride,10 cv,285 000 DT
Mercedes-Benz Classe E Avantgarde,132 000 km,2017,Automatique,Essence,9 cv,128 000 DT
Audi Q7 S-Line 7 places,33 000 km,2019,Automatique,Hybride,15 cv,260 000 DT
BMW X1 1.5L,126 000 km,2016,Automatique,Essence,7 cv,78 000 DT
Volkswagen Polo Prestige,126 000 km,2021,Manuelle,Essence,5 cv,54 500 DT
Ford Fusion 1.6,90 000 km,2017,Manuelle,Essence,9 cv,55 500 DT
Volkswagen Golf 8 1.5L,80 000 km,2021,Manuelle,Essence,7 cv,89 000 DT
Mercedes-Benz Classe E Avantgarde,380 000 km,2011,Automatique,Essence,11 cv,54 000 DT
KIA Sportage Toit Ouvrant,25 000 km,2021,Automatique,Essence,8 cv,109 000 DT
Peugeot Landtrek Double Cabine U,56 000 km,2022,Manuelle,Diesel,6 cv,84 500 DT
Audi Q3 S-line,39 000 km,2020,Automatique,Hybride,9 cv,168 000 DT
Volkswagen Passat CC,217 000 km,2011,Automatique,Essence,12 cv,39 500 DT
Isuzu Mu-x 2.5L,73 000 km,2017,Automatique,Diesel,10 cv,158 000 DT
Peugeot 308 Active,210 000 km,2017,Manuelle,Diesel,5 cv,43 500 DT
Suzuki Vitara GLX SR,162 000 km,2018,Manuelle,Essence,6 cv,56 000 DT
Mercedes-Benz CLA,92 000 km,2020,Automatique,Essence,7 cv,135 000 DT
Seat Leon,124 000 km,2021,Automatique,Essence,8 cv,79 000 DT
Audi A3 Sportback,78 000 km,2019,Manuelle,Essence,6 cv,75 000 DT
Audi A3 Sportback,240 000 km,2017,Manuelle,Diesel,6 cv,69 000 DT
Audi A5 Sportback,198 000 km,2018,Automatique,Essence,8 cv,89 000 DT
Volkswagen Passat R-Line,132 000 km,2020,Automatique,Essence,8 cv,98 000 DT
Peugeot 408,15 000 km,2024,Automatique,Essence,13 cv,148 000 DT
Renault Clio,95 000 km,2022,Manuelle,Essence,4 cv,46 000 DT
BMW Série 4 Gran Coupé,48 000 km,2017,Automatique,Essence,7 cv,110 000 DT
Land Rover Range Rover Evoque R-Dynamic,180 000 km,2016,Automatique,Essence,15 cv,98 000 DT
Land Rover Range Rover Evoque,149 000 km,2016,Automatique,Diesel,8 cv,130 000 DT
Land Rover Range Rover Velar R-Dynamic,107 000 km,2019,Automatique,Essence,16 cv,179 000 DT
Mercedes-Benz Classe A Berline A 250 e kit AMG,32 000 km,2021,Automatique,Hybride,8 cv,145 000 DT
GMC Sierra Americain,53 000 km,2022,Automatique,Essence,20 cv,360 000 DT
Mercedes-Benz CLA,112 000 km,2020,Automatique,Essence,8 cv,149 000 DT
Mercedes-Benz CLA 250 e,13 000 km,2023,Automatique,Hybride,8 cv,190 000 DT
Mercedes-Benz GLC Coupé GLC 300 e kit AMG,70 000 km,2021,Automatique,Hybride,12 cv,250 000 DT
Mercedes-Benz GLC Coupé,69 000 km,2021,Automatique,Hybride,12 cv,260 000 DT
Mercedes-Benz Classe E,30 000 km,2020,Automatique,Hybride,12 cv,225 000 DT
BMW Série 7,140 000 km,2009,Automatique,Essence,23 cv,89 000 DT
BMW X5,221 000 km,2015,Automatique,Diesel,13 cv,135 000 DT
Hyundai Tucson,131 000 km,2020,Automatique,Essence,8 cv,98 000 DT
BMW Série 5,214 000 km,2018,Automatique,Essence,10 cv,123 000 DT
Honda Accord,101 000 km,2020,Automatique,Essence,10 cv,125 000 DT
Volkswagen Tiguan,75 000 km,2019,Automatique,Diesel,8 cv,145 000 DT
Peugeot Partner,140 000 km,2020,Manuelle,Diesel,5 cv,79 000 DT
